snr,tbs,itbs,nr,bler
-8.7,256,8,4,1.0
-8.7,256,8,8,0.999908447265625
-8.7,256,8,16,0.00262451171875
-8.7,256,8,32,0.0
-8.7,256,8,64,0.0
-8.7,256,8,128,0.0
-8.599999999999998,256,0,1,1.0
-8.599999999999998,256,0,2,0.906646728515625
-8.599999999999998,256,0,4,0.0
-8.599999999999998,256,0,8,0.0
-8.599999999999998,256,0,16,0.0
-8.599999999999998,256,0,32,0.0
-8.599999999999998,256,0,64,0.0
-8.599999999999998,256,0,128,0.0
-8.599999999999998,256,1,1,1.0
-8.599999999999998,256,1,2,0.9993896484375
-8.599999999999998,256,1,4,0.000579833984375
-8.599999999999998,256,1,8,0.0
-8.599999999999998,256,1,16,0.0
-8.599999999999998,256,1,32,0.0
-8.599999999999998,256,1,64,0.0
-8.599999999999998,256,1,128,0.0
-8.599999999999998,256,2,1,1.0
-8.599999999999998,256,2,2,1.0
-8.599999999999998,256,2,4,0.404510498046875
-8.599999999999998,256,2,8,0.0
-8.599999999999998,256,2,16,0.0
-8.599999999999998,256,2,32,0.0
-8.599999999999998,256,2,64,0.0
-8.599999999999998,256,2,128,0.0
-8.599999999999998,256,3,1,1.0
-8.599999999999998,256,3,2,1.0
-8.599999999999998,256,3,4,0.9073486328125
-8.599999999999998,256,3,8,0.0
-8.599999999999998,256,3,16,0.0
-8.599999999999998,256,3,32,0.0
-8.599999999999998,256,3,64,0.0
-8.599999999999998,256,3,128,0.0
-8.599999999999998,256,4,1,1.0
-8.599999999999998,256,4,2,1.0
-8.599999999999998,256,4,4,0.999664306640625
-8.599999999999998,256,4,8,0.000946044921875
-8.599999999999998,256,4,16,0.0
-8.599999999999998,256,4,32,0.0
-8.599999999999998,256,4,64,0.0
-8.599999999999998,256,4,128,0.0
-8.599999999999998,256,6,1,1.0
-8.599999999999998,256,6,2,1.0
-8.599999999999998,256,6,4,1.0
-8.599999999999998,256,6,8,0.4136962890625
-8.599999999999998,256,6,16,0.0
-8.599999999999998,256,6,32,0.0
-8.599999999999998,256,6,64,0.0
-8.599999999999998,256,6,128,0.0
-8.599999999999998,256,8,1,1.0
-8.599999999999998,256,8,2,1.0
-8.599999999999998,256,8,4,1.0
-8.599999999999998,256,8,8,0.99981689453125
-8.599999999999998,256,8,16,0.00152587890625
-8.599999999999998,256,8,32,0.0
-8.599999999999998,256,8,64,0.0
-8.599999999999998,256,8,128,0.0
-8.5,256,0,1,1.0
-8.5,256,0,2,0.865875244140625
-8.5,256,0,4,0.0
-8.5,256,0,8,0.0
-8.5,256,0,16,0.0
-8.5,256,0,32,0.0
-8.5,256,0,64,0.0
-8.5,256,0,128,0.0
-8.5,256,1,1,1.0
-8.5,256,1,2,0.9986572265625
-8.5,256,1,4,0.000518798828125
-8.5,256,1,8,0.0
-8.5,256,1,16,0.0
-8.5,256,1,32,0.0
-8.5,256,1,64,0.0
-8.5,256,1,128,0.0
-8.5,256,2,1,1.0
-8.5,256,2,2,1.0
-8.5,256,2,4,0.326568603515625
-8.5,256,2,8,0.0
-8.5,256,2,16,0.0
-8.5,256,2,32,0.0
-8.5,256,2,64,0.0
-8.5,256,2,128,0.0
-8.5,256,3,1,1.0
-8.5,256,3,2,1.0
-8.5,256,3,4,0.8668212890625
-8.5,256,3,8,0.0
-8.5,256,3,16,0.0
-8.5,256,3,32,0.0
-8.5,256,3,64,0.0
-8.5,256,3,128,0.0
-8.5,256,4,1,1.0
-8.5,256,4,2,1.0
-8.5,256,4,4,0.999237060546875
-8.5,256,4,8,0.000640869140625
-8.5,256,4,16,0.0
-8.5,256,4,32,0.0
-8.5,256,4,64,0.0
-8.5,256,4,128,0.0
-8.5,256,6,1,1.0
-8.5,256,6,2,1.0
-8.5,256,6,4,1.0
-8.5,256,6,8,0.327239990234375
-8.5,256,6,16,0.0
-8.5,256,6,32,0.0
-8.5,256,6,64,0.0
-8.5,256,6,128,0.0
-8.5,256,8,1,1.0
-8.5,256,8,2,1.0
-8.5,256,8,4,1.0
-8.5,256,8,8,0.99957275390625
-8.5,256,8,16,0.000823974609375
-8.5,256,8,32,0.0
-8.5,256,8,64,0.0
-8.5,256,8,128,0.0
-8.399999999999999,256,0,1,1.0
-8.399999999999999,256,0,2,0.80999755859375
-8.399999999999999,256,0,4,0.0
-8.399999999999999,256,0,8,0.0
-8.399999999999999,256,0,16,0.0
-8.399999999999999,256,0,32,0.0
-8.399999999999999,256,0,64,0.0
-8.399999999999999,256,0,128,0.0
-8.399999999999999,256,1,1,1.0
-8.399999999999999,256,1,2,0.997772216796875
-8.399999999999999,256,1,4,0.000152587890625
-8.399999999999999,256,1,8,0.0
-8.399999999999999,256,1,16,0.0
-8.399999999999999,256,1,32,0.0
-8.399999999999999,256,1,64,0.0
-8.399999999999999,256,1,128,0.0
-8.399999999999999,256,2,1,1.0
-8.399999999999999,256,2,2,1.0
-8.399999999999999,256,2,4,0.2513427734375
-8.399999999999999,256,2,8,0.0
-8.399999999999999,256,2,16,0.0
-8.399999999999999,256,2,32,0.0
-8.399999999999999,256,2,64,0.0
-8.399999999999999,256,2,128,0.0
-8.399999999999999,256,3,1,1.0
-8.399999999999999,256,3,2,1.0
-8.399999999999999,256,3,4,0.813751220703125
-8.399999999999999,256,3,8,0.0
-8.399999999999999,256,3,16,0.0
-8.399999999999999,256,3,32,0.0
-8.399999999999999,256,3,64,0.0
-8.399999999999999,256,3,128,0.0
-8.399999999999999,256,4,1,1.0
-8.399999999999999,256,4,2,1.0
-8.399999999999999,256,4,4,0.99810791015625
-8.399999999999999,256,4,8,0.000213623046875
-8.399999999999999,256,4,16,0.0
-8.399999999999999,256,4,32,0.0
-8.399999999999999,256,4,64,0.0
-8.399999999999999,256,4,128,0.0
-8.399999999999999,256,6,1,1.0
-8.399999999999999,256,6,2,1.0
-8.399999999999999,256,6,4,1.0
-8.399999999999999,256,6,8,0.2476806640625
-8.399999999999999,256,6,16,0.0
-8.399999999999999,256,6,32,0.0
-8.399999999999999,256,6,64,0.0
-8.399999999999999,256,6,128,0.0
-8.399999999999999,256,8,1,1.0
-8.399999999999999,256,8,2,1.0
-8.399999999999999,256,8,4,1.0
-8.399999999999999,256,8,8,0.999053955078125
-8.399999999999999,256,8,16,0.0006103515625
-8.399999999999999,256,8,32,0.0
-8.399999999999999,256,8,64,0.0
-8.399999999999999,256,8,128,0.0
-8.299999999999997,256,0,1,1.0
-8.299999999999997,256,0,2,0.750762939453125
-8.299999999999997,256,0,4,0.0
-8.299999999999997,256,0,8,0.0
-8.299999999999997,256,0,16,0.0
-8.299999999999997,256,0,32,0.0
-8.299999999999997,256,0,64,0.0
-8.299999999999997,256,0,128,0.0
-8.299999999999997,256,1,1,1.0
-8.299999999999997,256,1,2,0.9954833984375
-8.299999999999997,256,1,4,0.000213623046875
-8.299999999999997,256,1,8,0.0
-8.299999999999997,256,1,16,0.0
-8.299999999999997,256,1,32,0.0
-8.299999999999997,256,1,64,0.0
-8.299999999999997,256,1,128,0.0
-8.299999999999997,256,2,1,1.0
-8.299999999999997,256,2,2,1.0
-8.299999999999997,256,2,4,0.18524169921875
-8.299999999999997,256,2,8,0.0
-8.299999999999997,256,2,16,0.0
-8.299999999999997,256,2,32,0.0
-8.299999999999997,256,2,64,0.0
-8.299999999999997,256,2,128,0.0
-8.299999999999997,256,3,1,1.0
-8.299999999999997,256,3,2,1.0
-8.299999999999997,256,3,4,0.7529296875
-8.299999999999997,256,3,8,0.0
-8.299999999999997,256,3,16,0.0
-8.299999999999997,256,3,32,0.0
-8.299999999999997,256,3,64,0.0
-8.299999999999997,256,3,128,0.0
-8.299999999999997,256,4,1,1.0
-8.299999999999997,256,4,2,1.0
-8.299999999999997,256,4,4,0.996429443359375
-8.299999999999997,256,4,8,6.103515625e-05
-8.299999999999997,256,4,16,0.0
-8.299999999999997,256,4,32,0.0
-8.299999999999997,256,4,64,0.0
-8.299999999999997,256,4,128,0.0
-8.299999999999997,256,6,1,1.0
-8.299999999999997,256,6,2,1.0
-8.299999999999997,256,6,4,1.0
-8.299999999999997,256,6,8,0.18426513671875
-8.299999999999997,256,6,16,0.0
-8.299999999999997,256,6,32,0.0
-8.299999999999997,256,6,64,0.0
-8.299999999999997,256,6,128,0.0
-8.299999999999997,256,8,1,1.0
-8.299999999999997,256,8,2,1.0
-8.299999999999997,256,8,4,1.0
-8.299999999999997,256,8,8,0.997772216796875
-8.299999999999997,256,8,16,0.00030517578125
-8.299999999999997,256,8,32,0.0
-8.299999999999997,256,8,64,0.0
-8.299999999999997,256,8,128,0.0
-8.2,256,0,1,1.0
-8.2,256,0,2,0.678802490234375
-8.2,256,0,4,0.0
-8.2,256,0,8,0.0
-8.2,256,0,16,0.0
-8.2,256,0,32,0.0
-8.2,256,0,64,0.0
-8.2,256,0,128,0.0
-8.2,256,1,1,1.0
-8.2,256,1,2,0.992889404296875
-8.2,256,1,4,9.1552734375e-05
-8.2,256,1,8,0.0
-8.2,256,1,16,0.0
-8.2,256,1,32,0.0
-8.2,256,1,64,0.0
-8.2,256,1,128,0.0
-8.2,256,2,1,1.0
-8.2,256,2,2,1.0
-8.2,256,2,4,0.12969970703125
-8.2,256,2,8,0.0
-8.2,256,2,16,0.0
-8.2,256,2,32,0.0
-8.2,256,2,64,0.0
-8.2,256,2,128,0.0
-8.2,256,3,1,1.0
-8.2,256,3,2,1.0
-8.2,256,3,4,0.677398681640625
-8.2,256,3,8,0.0
-8.2,256,3,16,0.0
-8.2,256,3,32,0.0
-8.2,256,3,64,0.0
-8.2,256,3,128,0.0
-8.2,256,4,1,1.0
-8.2,256,4,2,1.0
-8.2,256,4,4,0.993927001953125
-8.2,256,4,8,0.00018310546875
-8.2,256,4,16,0.0
-8.2,256,4,32,0.0
-8.2,256,4,64,0.0
-8.2,256,4,128,0.0
-8.2,256,6,1,1.0
-8.2,256,6,2,1.0
-8.2,256,6,4,1.0
-8.2,256,6,8,0.13067626953125
-8.2,256,6,16,0.0
-8.2,256,6,32,0.0
-8.2,256,6,64,0.0
-8.2,256,6,128,0.0
-8.2,256,8,1,1.0
-8.2,256,8,2,1.0
-8.2,256,8,4,1.0
-8.2,256,8,8,0.996826171875
-8.2,256,8,16,0.000274658203125
-8.2,256,8,32,0.0
-8.2,256,8,64,0.0
-8.2,256,8,128,0.0
-8.099999999999998,256,0,1,1.0
-8.099999999999998,256,0,2,0.59320068359375
-8.099999999999998,256,0,4,0.0
-8.099999999999998,256,0,8,0.0
-8.099999999999998,256,0,16,0.0
-8.099999999999998,256,0,32,0.0
-8.099999999999998,256,0,64,0.0
-8.099999999999998,256,0,128,0.0
-8.099999999999998,256,1,1,1.0
-8.099999999999998,256,1,2,0.986053466796875
-8.099999999999998,256,1,4,9.1552734375e-05
-8.099999999999998,256,1,8,0.0
-8.099999999999998,256,1,16,0.0
-8.099999999999998,256,1,32,0.0
-8.099999999999998,256,1,64,0.0
-8.099999999999998,256,1,128,0.0
-8.099999999999998,256,2,1,1.0
-8.099999999999998,256,2,2,1.0
-8.099999999999998,256,2,4,0.0877685546875
-8.099999999999998,256,2,8,0.0
-8.099999999999998,256,2,16,0.0
-8.099999999999998,256,2,32,0.0
-8.099999999999998,256,2,64,0.0
-8.099999999999998,256,2,128,0.0
-8.099999999999998,256,3,1,1.0
-8.099999999999998,256,3,2,1.0
-8.099999999999998,256,3,4,0.593841552734375
-8.099999999999998,256,3,8,0.0
-8.099999999999998,256,3,16,0.0
-8.099999999999998,256,3,32,0.0
-8.099999999999998,256,3,64,0.0
-8.099999999999998,256,3,128,0.0
-8.099999999999998,256,4,1,1.0
-8.099999999999998,256,4,2,1.0
-8.099999999999998,256,4,4,0.98931884765625
-8.099999999999998,256,4,8,3.0517578125e-05
-8.099999999999998,256,4,16,0.0
-8.099999999999998,256,4,32,0.0
-8.099999999999998,256,4,64,0.0
-8.099999999999998,256,4,128,0.0
-8.099999999999998,256,6,1,1.0
-8.099999999999998,256,6,2,1.0
-8.099999999999998,256,6,4,1.0
-8.099999999999998,256,6,8,0.084869384765625
-8.099999999999998,256,6,16,0.0
-8.099999999999998,256,6,32,0.0
-8.099999999999998,256,6,64,0.0
-8.099999999999998,256,6,128,0.0
-8.099999999999998,256,8,1,1.0
-8.099999999999998,256,8,2,1.0
-8.099999999999998,256,8,4,1.0
-8.099999999999998,256,8,8,0.99322509765625
-8.099999999999998,256,8,16,6.103515625e-05
-8.099999999999998,256,8,32,0.0
-8.099999999999998,256,8,64,0.0
-8.099999999999998,256,8,128,0.0
-8.0,256,0,1,1.0
-8.0,256,0,2,0.504669189453125
-8.0,256,0,4,0.0
-8.0,256,0,8,0.0
-8.0,256,0,16,0.0
-8.0,256,0,32,0.0
-8.0,256,0,64,0.0
-8.0,256,0,128,0.0
-8.0,256,1,1,1.0
-8.0,256,1,2,0.978271484375
-8.0,256,1,4,3.0517578125e-05
-8.0,256,1,8,0.0
-8.0,256,1,16,0.0
-8.0,256,1,32,0.0
-8.0,256,1,64,0.0
-8.0,256,1,128,0.0
-8.0,256,2,1,1.0
-8.0,256,2,2,1.0
-8.0,256,2,4,0.054931640625
-8.0,256,2,8,0.0
-8.0,256,2,16,0.0
-8.0,256,2,32,0.0
-8.0,256,2,64,0.0
-8.0,256,2,128,0.0
-8.0,256,3,1,1.0
-8.0,256,3,2,1.0
-8.0,256,3,4,0.514984130859375
-8.0,256,3,8,0.0
-8.0,256,3,16,0.0
-8.0,256,3,32,0.0
-8.0,256,3,64,0.0
-8.0,256,3,128,0.0
-8.0,256,4,1,1.0
-8.0,256,4,2,1.0
-8.0,256,4,4,0.982269287109375
-8.0,256,4,8,0.0001220703125
-8.0,256,4,16,0.0
-8.0,256,4,32,0.0
-8.0,256,4,64,0.0
-8.0,256,4,128,0.0
-8.0,256,6,1,1.0
-8.0,256,6,2,1.0
-8.0,256,6,4,1.0
-8.0,256,6,8,0.056304931640625
-8.0,256,6,16,0.0
-8.0,256,6,32,0.0
-8.0,256,6,64,0.0
-8.0,256,6,128,0.0
-8.0,256,8,1,1.0
-8.0,256,8,2,1.0
-8.0,256,8,4,1.0
-8.0,256,8,8,0.989959716796875
-8.0,256,8,16,3.0517578125e-05
-8.0,256,8,32,0.0
-8.0,256,8,64,0.0
-8.0,256,8,128,0.0
-7.899999999999999,256,0,1,1.0
-7.899999999999999,256,0,2,0.420989990234375
-7.899999999999999,256,0,4,0.0
-7.899999999999999,256,0,8,0.0
-7.899999999999999,256,0,16,0.0
-7.899999999999999,256,0,32,0.0
-7.899999999999999,256,0,64,0.0
-7.899999999999999,256,0,128,0.0
-7.899999999999999,256,1,1,1.0
-7.899999999999999,256,1,2,0.965484619140625
-7.899999999999999,256,1,4,6.103515625e-05
-7.899999999999999,256,1,8,0.0
-7.899999999999999,256,1,16,0.0
-7.899999999999999,256,1,32,0.0
-7.899999999999999,256,1,64,0.0
-7.899999999999999,256,1,128,0.0
-7.899999999999999,256,2,1,1.0
-7.899999999999999,256,2,2,1.0
-7.899999999999999,256,2,4,0.0328369140625
-7.899999999999999,256,2,8,0.0
-7.899999999999999,256,2,16,0.0
-7.899999999999999,256,2,32,0.0
-7.899999999999999,256,2,64,0.0
-7.899999999999999,256,2,128,0.0
-7.899999999999999,256,3,1,1.0
-7.899999999999999,256,3,2,1.0
-7.899999999999999,256,3,4,0.41796875
-7.899999999999999,256,3,8,0.0
-7.899999999999999,256,3,16,0.0
-7.899999999999999,256,3,32,0.0
-7.899999999999999,256,3,64,0.0
-7.899999999999999,256,3,128,0.0
-7.899999999999999,256,4,1,1.0
-7.899999999999999,256,4,2,1.0
-7.899999999999999,256,4,4,0.973785400390625
-7.899999999999999,256,4,8,0.0
-7.899999999999999,256,4,16,0.0
-7.899999999999999,256,4,32,0.0
-7.899999999999999,256,4,64,0.0
-7.899999999999999,256,4,128,0.0
-7.899999999999999,256,6,1,1.0
-7.899999999999999,256,6,2,1.0
-7.899999999999999,256,6,4,1.0
-7.899999999999999,256,6,8,0.03521728515625
-7.899999999999999,256,6,16,0.0
-7.899999999999999,256,6,32,0.0
-7.899999999999999,256,6,64,0.0
-7.899999999999999,256,6,128,0.0
-7.899999999999999,256,8,1,1.0
-7.899999999999999,256,8,2,1.0
-7.899999999999999,256,8,4,1.0
-7.899999999999999,256,8,8,0.983551025390625
-7.899999999999999,256,8,16,9.1552734375e-05
-7.899999999999999,256,8,32,0.0
-7.899999999999999,256,8,64,0.0
-7.899999999999999,256,8,128,0.0
-7.799999999999997,256,0,1,1.0
-7.799999999999997,256,0,2,0.336700439453125
-7.799999999999997,256,0,4,0.0
-7.799999999999997,256,0,8,0.0
-7.799999999999997,256,0,16,0.0
-7.799999999999997,256,0,32,0.0
-7.799999999999997,256,0,64,0.0
-7.799999999999997,256,0,128,0.0
-7.799999999999997,256,1,1,1.0
-7.799999999999997,256,1,2,0.94622802734375
-7.799999999999997,256,1,4,6.103515625e-05
-7.799999999999997,256,1,8,0.0
-7.799999999999997,256,1,16,0.0
-7.799999999999997,256,1,32,0.0
-7.799999999999997,256,1,64,0.0
-7.799999999999997,256,1,128,0.0
-7.799999999999997,256,2,1,1.0
-7.799999999999997,256,2,2,1.0
-7.799999999999997,256,2,4,0.019927978515625
-7.799999999999997,256,2,8,0.0
-7.799999999999997,256,2,16,0.0
-7.799999999999997,256,2,32,0.0
-7.799999999999997,256,2,64,0.0
-7.799999999999997,256,2,128,0.0
-7.799999999999997,256,3,1,1.0
-7.799999999999997,256,3,2,1.0
-7.799999999999997,256,3,4,0.334808349609375
-7.799999999999997,256,3,8,0.0
-7.799999999999997,256,3,16,0.0
-7.799999999999997,256,3,32,0.0
-7.799999999999997,256,3,64,0.0
-7.799999999999997,256,3,128,0.0
-7.799999999999997,256,4,1,1.0
-7.799999999999997,256,4,2,1.0
-7.799999999999997,256,4,4,0.955841064453125
-7.799999999999997,256,4,8,0.0
-7.799999999999997,256,4,16,0.0
-7.799999999999997,256,4,32,0.0
-7.799999999999997,256,4,64,0.0
-7.799999999999997,256,4,128,0.0
-7.799999999999997,256,6,1,1.0
-7.799999999999997,256,6,2,1.0
-7.799999999999997,256,6,4,1.0
-7.799999999999997,256,6,8,0.02056884765625
-7.799999999999997,256,6,16,0.0
-7.799999999999997,256,6,32,0.0
-7.799999999999997,256,6,64,0.0
-7.799999999999997,256,6,128,0.0
-7.799999999999997,256,8,1,1.0
-7.799999999999997,256,8,2,1.0
-7.799999999999997,256,8,4,1.0
-7.799999999999997,256,8,8,0.972198486328125
-7.799999999999997,256,8,16,0.0
-7.799999999999997,256,8,32,0.0
-7.799999999999997,256,8,64,0.0
-7.799999999999997,256,8,128,0.0
-7.699999999999999,256,0,1,1.0
-7.699999999999999,256,0,2,0.259765625
-7.699999999999999,256,0,4,0.0
-7.699999999999999,256,0,8,0.0
-7.699999999999999,256,0,16,0.0
-7.699999999999999,256,0,32,0.0
-7.699999999999999,256,0,64,0.0
-7.699999999999999,256,0,128,0.0
-7.699999999999999,256,1,1,1.0
-7.699999999999999,256,1,2,0.92034912109375
-7.699999999999999,256,1,4,0.0
-7.699999999999999,256,1,8,0.0
-7.699999999999999,256,1,16,0.0
-7.699999999999999,256,1,32,0.0
-7.699999999999999,256,1,64,0.0
-7.699999999999999,256,1,128,0.0
-7.699999999999999,256,2,1,1.0
-7.699999999999999,256,2,2,1.0
-7.699999999999999,256,2,4,0.01171875
-7.699999999999999,256,2,8,0.0
-7.699999999999999,256,2,16,0.0
-7.699999999999999,256,2,32,0.0
-7.699999999999999,256,2,64,0.0
-7.699999999999999,256,2,128,0.0
-7.699999999999999,256,3,1,1.0
-7.699999999999999,256,3,2,1.0
-7.699999999999999,256,3,4,0.25482177734375
-7.699999999999999,256,3,8,0.0
-7.699999999999999,256,3,16,0.0
-7.699999999999999,256,3,32,0.0
-7.699999999999999,256,3,64,0.0
-7.699999999999999,256,3,128,0.0
-7.699999999999999,256,4,1,1.0
-7.699999999999999,256,4,2,1.0
-7.699999999999999,256,4,4,0.9320068359375
-7.699999999999999,256,4,8,0.0
-7.699999999999999,256,4,16,0.0
-7.699999999999999,256,4,32,0.0
-7.699999999999999,256,4,64,0.0
-7.699999999999999,256,4,128,0.0
-7.699999999999999,256,6,1,1.0
-7.699999999999999,256,6,2,1.0
-7.699999999999999,256,6,4,0.99993896484375
-7.699999999999999,256,6,8,0.0123291015625
-7.699999999999999,256,6,16,0.0
-7.699999999999999,256,6,32,0.0
-7.699999999999999,256,6,64,0.0
-7.699999999999999,256,6,128,0.0
-7.699999999999999,256,8,1,1.0
-7.699999999999999,256,8,2,1.0
-7.699999999999999,256,8,4,1.0
-7.699999999999999,256,8,8,0.956024169921875
-7.699999999999999,256,8,16,0.0
-7.699999999999999,256,8,32,0.0
-7.699999999999999,256,8,64,0.0
-7.699999999999999,256,8,128,0.0
-7.599999999999998,256,0,1,1.0
-7.599999999999998,256,0,2,0.1920166015625
-7.599999999999998,256,0,4,0.0
-7.599999999999998,256,0,8,0.0
-7.599999999999998,256,0,16,0.0
-7.599999999999998,256,0,32,0.0
-7.599999999999998,256,0,64,0.0
-7.599999999999998,256,0,128,0.0
-7.599999999999998,256,1,1,1.0
-7.599999999999998,256,1,2,0.883453369140625
-7.599999999999998,256,1,4,0.0
-7.599999999999998,256,1,8,0.0
-7.599999999999998,256,1,16,0.0
-7.599999999999998,256,1,32,0.0
-7.599999999999998,256,1,64,0.0
-7.599999999999998,256,1,128,0.0
-7.599999999999998,256,2,1,1.0
-7.599999999999998,256,2,2,0.999908447265625
-7.599999999999998,256,2,4,0.00653076171875
-7.599999999999998,256,2,8,0.0
-7.599999999999998,256,2,16,0.0
-7.599999999999998,256,2,32,0.0
-7.599999999999998,256,2,64,0.0
-7.599999999999998,256,2,128,0.0
-7.599999999999998,256,3,1,1.0
-7.599999999999998,256,3,2,1.0
-7.599999999999998,256,3,4,0.195281982421875
-7.599999999999998,256,3,8,0.0
-7.599999999999998,256,3,16,0.0
-7.599999999999998,256,3,32,0.0
-7.599999999999998,256,3,64,0.0
-7.599999999999998,256,3,128,0.0
-7.599999999999998,256,4,1,1.0
-7.599999999999998,256,4,2,1.0
-7.599999999999998,256,4,4,0.90496826171875
-7.599999999999998,256,4,8,0.0
-7.599999999999998,256,4,16,0.0
-7.599999999999998,256,4,32,0.0
-7.599999999999998,256,4,64,0.0
-7.599999999999998,256,4,128,0.0
-7.599999999999998,256,6,1,1.0
-7.599999999999998,256,6,2,1.0
-7.599999999999998,256,6,4,0.9998779296875
-7.599999999999998,256,6,8,0.00640869140625
-7.599999999999998,256,6,16,0.0
-7.599999999999998,256,6,32,0.0
-7.599999999999998,256,6,64,0.0
-7.599999999999998,256,6,128,0.0
-7.599999999999998,256,8,1,1.0
-7.599999999999998,256,8,2,1.0
-7.599999999999998,256,8,4,1.0
-7.599999999999998,256,8,8,0.935089111328125
-7.599999999999998,256,8,16,0.0
-7.599999999999998,256,8,32,0.0
-7.599999999999998,256,8,64,0.0
-7.599999999999998,256,8,128,0.0
-7.5,256,0,1,1.0
-7.5,256,0,2,0.1336669921875
-7.5,256,0,4,0.0
-7.5,256,0,8,0.0
-7.5,256,0,16,0.0
-7.5,256,0,32,0.0
-7.5,256,0,64,0.0
-7.5,256,0,128,0.0
-7.5,256,1,1,1.0
-7.5,256,1,2,0.838836669921875
-7.5,256,1,4,0.0
-7.5,256,1,8,0.0
-7.5,256,1,16,0.0
-7.5,256,1,32,0.0
-7.5,256,1,64,0.0
-7.5,256,1,128,0.0
-7.5,256,2,1,1.0
-7.5,256,2,2,0.999969482421875
-7.5,256,2,4,0.004302978515625
-7.5,256,2,8,0.0
-7.5,256,2,16,0.0
-7.5,256,2,32,0.0
-7.5,256,2,64,0.0
-7.5,256,2,128,0.0
-7.5,256,3,1,1.0
-7.5,256,3,2,1.0
-7.5,256,3,4,0.136962890625
-7.5,256,3,8,0.0
-7.5,256,3,16,0.0
-7.5,256,3,32,0.0
-7.5,256,3,64,0.0
-7.5,256,3,128,0.0
-7.5,256,4,1,1.0
-7.5,256,4,2,1.0
-7.5,256,4,4,0.863250732421875
-7.5,256,4,8,0.0
-7.5,256,4,16,0.0
-7.5,256,4,32,0.0
-7.5,256,4,64,0.0
-7.5,256,4,128,0.0
-7.5,256,6,1,1.0
-7.5,256,6,2,1.0
-7.5,256,6,4,0.999847412109375
-7.5,256,6,8,0.00360107421875
-7.5,256,6,16,0.0
-7.5,256,6,32,0.0
-7.5,256,6,64,0.0
-7.5,256,6,128,0.0
-7.5,256,8,1,1.0
-7.5,256,8,2,1.0
-7.5,256,8,4,1.0
-7.5,256,8,8,0.905548095703125
-7.5,256,8,16,0.0
-7.5,256,8,32,0.0
-7.5,256,8,64,0.0
-7.5,256,8,128,0.0
-7.399999999999999,256,0,1,1.0
-7.399999999999999,256,0,2,0.090576171875
-7.399999999999999,256,0,4,0.0
-7.399999999999999,256,0,8,0.0
-7.399999999999999,256,0,16,0.0
-7.399999999999999,256,0,32,0.0
-7.399999999999999,256,0,64,0.0
-7.399999999999999,256,0,128,0.0
-7.399999999999999,256,1,1,1.0
-7.399999999999999,256,1,2,0.778350830078125
-7.399999999999999,256,1,4,0.0
-7.399999999999999,256,1,8,0.0
-7.399999999999999,256,1,16,0.0
-7.399999999999999,256,1,32,0.0
-7.399999999999999,256,1,64,0.0
-7.399999999999999,256,1,128,0.0
-7.399999999999999,256,2,1,1.0
-7.399999999999999,256,2,2,0.999725341796875
-7.399999999999999,256,2,4,0.00164794921875
-7.399999999999999,256,2,8,0.0
-7.399999999999999,256,2,16,0.0
-7.399999999999999,256,2,32,0.0
-7.399999999999999,256,2,64,0.0
-7.399999999999999,256,2,128,0.0
-7.399999999999999,256,3,1,1.0
-7.399999999999999,256,3,2,1.0
-7.399999999999999,256,3,4,0.090484619140625
-7.399999999999999,256,3,8,0.0
-7.399999999999999,256,3,16,0.0
-7.399999999999999,256,3,32,0.0
-7.399999999999999,256,3,64,0.0
-7.399999999999999,256,3,128,0.0
-7.399999999999999,256,4,1,1.0
-7.399999999999999,256,4,2,1.0
-7.399999999999999,256,4,4,0.81024169921875
-7.399999999999999,256,4,8,0.0
-7.399999999999999,256,4,16,0.0
-7.399999999999999,256,4,32,0.0
-7.399999999999999,256,4,64,0.0
-7.399999999999999,256,4,128,0.0
-7.399999999999999,256,6,1,1.0
-7.399999999999999,256,6,2,1.0
-7.399999999999999,256,6,4,0.9996337890625
-7.399999999999999,256,6,8,0.0013427734375
-7.399999999999999,256,6,16,0.0
-7.399999999999999,256,6,32,0.0
-7.399999999999999,256,6,64,0.0
-7.399999999999999,256,6,128,0.0
-7.399999999999999,256,8,1,1.0
-7.399999999999999,256,8,2,1.0
-7.399999999999999,256,8,4,1.0
-7.399999999999999,256,8,8,0.863128662109375
-7.399999999999999,256,8,16,0.0
-7.399999999999999,256,8,32,0.0
-7.399999999999999,256,8,64,0.0
-7.399999999999999,256,8,128,0.0
-7.299999999999997,256,0,1,1.0
-7.299999999999997,256,0,2,0.05731201171875
-7.299999999999997,256,0,4,0.0
-7.299999999999997,256,0,8,0.0
-7.299999999999997,256,0,16,0.0
-7.299999999999997,256,0,32,0.0
-7.299999999999997,256,0,64,0.0
-7.299999999999997,256,0,128,0.0
-7.299999999999997,256,1,1,1.0
-7.299999999999997,256,1,2,0.71466064453125
-7.299999999999997,256,1,4,0.0
-7.299999999999997,256,1,8,0.0
-7.299999999999997,256,1,16,0.0
-7.299999999999997,256,1,32,0.0
-7.299999999999997,256,1,64,0.0
-7.299999999999997,256,1,128,0.0
-7.299999999999997,256,2,1,1.0
-7.299999999999997,256,2,2,0.99908447265625
-7.299999999999997,256,2,4,0.0010986328125
-7.299999999999997,256,2,8,0.0
-7.299999999999997,256,2,16,0.0
-7.299999999999997,256,2,32,0.0
-7.299999999999997,256,2,64,0.0
