snr,tbs,itbs,nr,bler
-28.4,256,4,8,1.0
-28.4,256,4,16,1.0
-28.4,256,4,32,1.0
-28.4,256,4,64,1.0
-28.4,256,4,128,1.0
-28.4,256,6,1,1.0
-28.4,256,6,2,1.0
-28.4,256,6,4,1.0
-28.4,256,6,8,1.0
-28.4,256,6,16,1.0
-28.4,256,6,32,1.0
-28.4,256,6,64,1.0
-28.4,256,6,128,1.0
-28.4,256,8,1,1.0
-28.4,256,8,2,1.0
-28.4,256,8,4,1.0
-28.4,256,8,8,1.0
-28.4,256,8,16,1.0
-28.4,256,8,32,1.0
-28.4,256,8,64,1.0
-28.4,256,8,128,1.0
-28.3,256,0,1,1.0
-28.3,256,0,2,1.0
-28.3,256,0,4,1.0
-28.3,256,0,8,1.0
-28.3,256,0,16,1.0
-28.3,256,0,32,1.0
-28.3,256,0,64,1.0
-28.3,256,0,128,1.0
-28.3,256,1,1,1.0
-28.3,256,1,2,1.0
-28.3,256,1,4,1.0
-28.3,256,1,8,1.0
-28.3,256,1,16,1.0
-28.3,256,1,32,1.0
-28.3,256,1,64,1.0
-28.3,256,1,128,1.0
-28.3,256,2,1,1.0
-28.3,256,2,2,1.0
-28.3,256,2,4,1.0
-28.3,256,2,8,1.0
-28.3,256,2,16,1.0
-28.3,256,2,32,1.0
-28.3,256,2,64,1.0
-28.3,256,2,128,1.0
-28.3,256,3,1,1.0
-28.3,256,3,2,1.0
-28.3,256,3,4,1.0
-28.3,256,3,8,1.0
-28.3,256,3,16,1.0
-28.3,256,3,32,1.0
-28.3,256,3,64,1.0
-28.3,256,3,128,1.0
-28.3,256,4,1,1.0
-28.3,256,4,2,1.0
-28.3,256,4,4,1.0
-28.3,256,4,8,1.0
-28.3,256,4,16,1.0
-28.3,256,4,32,1.0
-28.3,256,4,64,1.0
-28.3,256,4,128,1.0
-28.3,256,6,1,1.0
-28.3,256,6,2,1.0
-28.3,256,6,4,1.0
-28.3,256,6,8,1.0
-28.3,256,6,16,1.0
-28.3,256,6,32,1.0
-28.3,256,6,64,1.0
-28.3,256,6,128,1.0
-28.3,256,8,1,1.0
-28.3,256,8,2,1.0
-28.3,256,8,4,1.0
-28.3,256,8,8,1.0
-28.3,256,8,16,1.0
-28.3,256,8,32,1.0
-28.3,256,8,64,1.0
-28.3,256,8,128,1.0
-28.2,256,0,1,1.0
-28.2,256,0,2,1.0
-28.2,256,0,4,1.0
-28.2,256,0,8,1.0
-28.2,256,0,16,1.0
-28.2,256,0,32,1.0
-28.2,256,0,64,1.0
-28.2,256,0,128,1.0
-28.2,256,1,1,1.0
-28.2,256,1,2,1.0
-28.2,256,1,4,1.0
-28.2,256,1,8,1.0
-28.2,256,1,16,1.0
-28.2,256,1,32,1.0
-28.2,256,1,64,1.0
-28.2,256,1,128,1.0
-28.2,256,2,1,1.0
-28.2,256,2,2,1.0
-28.2,256,2,4,1.0
-28.2,256,2,8,1.0
-28.2,256,2,16,1.0
-28.2,256,2,32,1.0
-28.2,256,2,64,1.0
-28.2,256,2,128,1.0
-28.2,256,3,1,1.0
-28.2,256,3,2,1.0
-28.2,256,3,4,1.0
-28.2,256,3,8,1.0
-28.2,256,3,16,1.0
-28.2,256,3,32,1.0
-28.2,256,3,64,1.0
-28.2,256,3,128,1.0
-28.2,256,4,1,1.0
-28.2,256,4,2,1.0
-28.2,256,4,4,1.0
-28.2,256,4,8,1.0
-28.2,256,4,16,1.0
-28.2,256,4,32,1.0
-28.2,256,4,64,1.0
-28.2,256,4,128,1.0
-28.2,256,6,1,1.0
-28.2,256,6,2,1.0
-28.2,256,6,4,1.0
-28.2,256,6,8,1.0
-28.2,256,6,16,1.0
-28.2,256,6,32,1.0
-28.2,256,6,64,1.0
-28.2,256,6,128,1.0
-28.2,256,8,1,1.0
-28.2,256,8,2,1.0
-28.2,256,8,4,1.0
-28.2,256,8,8,1.0
-28.2,256,8,16,1.0
-28.2,256,8,32,1.0
-28.2,256,8,64,1.0
-28.2,256,8,128,1.0
-28.1,256,0,1,1.0
-28.1,256,0,2,1.0
-28.1,256,0,4,1.0
-28.1,256,0,8,1.0
-28.1,256,0,16,1.0
-28.1,256,0,32,1.0
-28.1,256,0,64,1.0
-28.1,256,0,128,1.0
-28.1,256,1,1,1.0
-28.1,256,1,2,1.0
-28.1,256,1,4,1.0
-28.1,256,1,8,1.0
-28.1,256,1,16,1.0
-28.1,256,1,32,1.0
-28.1,256,1,64,1.0
-28.1,256,1,128,1.0
-28.1,256,2,1,1.0
-28.1,256,2,2,1.0
-28.1,256,2,4,1.0
-28.1,256,2,8,1.0
-28.1,256,2,16,1.0
-28.1,256,2,32,1.0
-28.1,256,2,64,1.0
-28.1,256,2,128,1.0
-28.1,256,3,1,1.0
-28.1,256,3,2,1.0
-28.1,256,3,4,1.0
-28.1,256,3,8,1.0
-28.1,256,3,16,1.0
-28.1,256,3,32,1.0
-28.1,256,3,64,1.0
-28.1,256,3,128,1.0
-28.1,256,4,1,1.0
-28.1,256,4,2,1.0
-28.1,256,4,4,1.0
-28.1,256,4,8,1.0
-28.1,256,4,16,1.0
-28.1,256,4,32,1.0
-28.1,256,4,64,1.0
-28.1,256,4,128,1.0
-28.1,256,6,1,1.0
-28.1,256,6,2,1.0
-28.1,256,6,4,1.0
-28.1,256,6,8,1.0
-28.1,256,6,16,1.0
-28.1,256,6,32,1.0
-28.1,256,6,64,1.0
-28.1,256,6,128,1.0
-28.1,256,8,1,1.0
-28.1,256,8,2,1.0
-28.1,256,8,4,1.0
-28.1,256,8,8,1.0
-28.1,256,8,16,1.0
-28.1,256,8,32,1.0
-28.1,256,8,64,1.0
-28.1,256,8,128,1.0
-28.0,256,0,1,1.0
-28.0,256,0,2,1.0
-28.0,256,0,4,1.0
-28.0,256,0,8,1.0
-28.0,256,0,16,1.0
-28.0,256,0,32,1.0
-28.0,256,0,64,1.0
-28.0,256,0,128,1.0
-28.0,256,1,1,1.0
-28.0,256,1,2,1.0
-28.0,256,1,4,1.0
-28.0,256,1,8,1.0
-28.0,256,1,16,1.0
-28.0,256,1,32,1.0
-28.0,256,1,64,1.0
-28.0,256,1,128,1.0
-28.0,256,2,1,1.0
-28.0,256,2,2,1.0
-28.0,256,2,4,1.0
-28.0,256,2,8,1.0
-28.0,256,2,16,1.0
-28.0,256,2,32,1.0
-28.0,256,2,64,1.0
-28.0,256,2,128,1.0
-28.0,256,3,1,1.0
-28.0,256,3,2,1.0
-28.0,256,3,4,1.0
-28.0,256,3,8,1.0
-28.0,256,3,16,1.0
-28.0,256,3,32,1.0
-28.0,256,3,64,1.0
-28.0,256,3,128,1.0
-28.0,256,4,1,1.0
-28.0,256,4,2,1.0
-28.0,256,4,4,1.0
-28.0,256,4,8,1.0
-28.0,256,4,16,1.0
-28.0,256,4,32,1.0
-28.0,256,4,64,1.0
-28.0,256,4,128,1.0
-28.0,256,6,1,1.0
-28.0,256,6,2,1.0
-28.0,256,6,4,1.0
-28.0,256,6,8,1.0
-28.0,256,6,16,1.0
-28.0,256,6,32,1.0
-28.0,256,6,64,1.0
-28.0,256,6,128,1.0
-28.0,256,8,1,1.0
-28.0,256,8,2,1.0
-28.0,256,8,4,1.0
-28.0,256,8,8,1.0
-28.0,256,8,16,1.0
-28.0,256,8,32,1.0
-28.0,256,8,64,1.0
-28.0,256,8,128,1.0
-27.9,256,0,1,1.0
-27.9,256,0,2,1.0
-27.9,256,0,4,1.0
-27.9,256,0,8,1.0
-27.9,256,0,16,1.0
-27.9,256,0,32,1.0
-27.9,256,0,64,1.0
-27.9,256,0,128,0.99993896484375
-27.9,256,1,1,1.0
-27.9,256,1,2,1.0
-27.9,256,1,4,1.0
-27.9,256,1,8,1.0
-27.9,256,1,16,1.0
-27.9,256,1,32,1.0
-27.9,256,1,64,1.0
-27.9,256,1,128,1.0
-27.9,256,2,1,1.0
-27.9,256,2,2,1.0
-27.9,256,2,4,1.0
-27.9,256,2,8,1.0
-27.9,256,2,16,1.0
-27.9,256,2,32,1.0
-27.9,256,2,64,1.0
-27.9,256,2,128,1.0
-27.9,256,3,1,1.0
-27.9,256,3,2,1.0
-27.9,256,3,4,1.0
-27.9,256,3,8,1.0
-27.9,256,3,16,1.0
-27.9,256,3,32,1.0
-27.9,256,3,64,1.0
-27.9,256,3,128,1.0
-27.9,256,4,1,1.0
-27.9,256,4,2,1.0
-27.9,256,4,4,1.0
-27.9,256,4,8,1.0
-27.9,256,4,16,1.0
-27.9,256,4,32,1.0
-27.9,256,4,64,1.0
-27.9,256,4,128,1.0
-27.9,256,6,1,1.0
-27.9,256,6,2,1.0
-27.9,256,6,4,1.0
-27.9,256,6,8,1.0
-27.9,256,6,16,1.0
-27.9,256,6,32,1.0
-27.9,256,6,64,1.0
-27.9,256,6,128,1.0
-27.9,256,8,1,1.0
-27.9,256,8,2,1.0
-27.9,256,8,4,1.0
-27.9,256,8,8,1.0
-27.9,256,8,16,1.0
-27.9,256,8,32,1.0
-27.9,256,8,64,1.0
-27.9,256,8,128,1.0
-27.8,256,0,1,1.0
-27.8,256,0,2,1.0
-27.8,256,0,4,1.0
-27.8,256,0,8,1.0
-27.8,256,0,16,1.0
-27.8,256,0,32,1.0
-27.8,256,0,64,1.0
-27.8,256,0,128,0.99981689453125
-27.8,256,1,1,1.0
-27.8,256,1,2,1.0
-27.8,256,1,4,1.0
-27.8,256,1,8,1.0
-27.8,256,1,16,1.0
-27.8,256,1,32,1.0
-27.8,256,1,64,1.0
-27.8,256,1,128,1.0
-27.8,256,2,1,1.0
-27.8,256,2,2,1.0
-27.8,256,2,4,1.0
-27.8,256,2,8,1.0
-27.8,256,2,16,1.0
-27.8,256,2,32,1.0
-27.8,256,2,64,1.0
-27.8,256,2,128,1.0
-27.8,256,3,1,1.0
-27.8,256,3,2,1.0
-27.8,256,3,4,1.0
-27.8,256,3,8,1.0
-27.8,256,3,16,1.0
-27.8,256,3,32,1.0
-27.8,256,3,64,1.0
-27.8,256,3,128,1.0
-27.8,256,4,1,1.0
-27.8,256,4,2,1.0
-27.8,256,4,4,1.0
-27.8,256,4,8,1.0
-27.8,256,4,16,1.0
-27.8,256,4,32,1.0
-27.8,256,4,64,1.0
-27.8,256,4,128,1.0
-27.8,256,6,1,1.0
-27.8,256,6,2,1.0
-27.8,256,6,4,1.0
-27.8,256,6,8,1.0
-27.8,256,6,16,1.0
-27.8,256,6,32,1.0
-27.8,256,6,64,1.0
-27.8,256,6,128,1.0
-27.8,256,8,1,1.0
-27.8,256,8,2,1.0
-27.8,256,8,4,1.0
-27.8,256,8,8,1.0
-27.8,256,8,16,1.0
-27.8,256,8,32,1.0
-27.8,256,8,64,1.0
-27.8,256,8,128,1.0
-27.7,256,0,1,1.0
-27.7,256,0,2,1.0
-27.7,256,0,4,1.0
-27.7,256,0,8,1.0
-27.7,256,0,16,1.0
-27.7,256,0,32,1.0
-27.7,256,0,64,1.0
-27.7,256,0,128,0.99957275390625
-27.7,256,1,1,1.0
-27.7,256,1,2,1.0
-27.7,256,1,4,1.0
-27.7,256,1,8,1.0
-27.7,256,1,16,1.0
-27.7,256,1,32,1.0
-27.7,256,1,64,1.0
-27.7,256,1,128,1.0
-27.7,256,2,1,1.0
-27.7,256,2,2,1.0
-27.7,256,2,4,1.0
-27.7,256,2,8,1.0
-27.7,256,2,16,1.0
-27.7,256,2,32,1.0
-27.7,256,2,64,1.0
-27.7,256,2,128,1.0
-27.7,256,3,1,1.0
-27.7,256,3,2,1.0
-27.7,256,3,4,1.0
-27.7,256,3,8,1.0
-27.7,256,3,16,1.0
-27.7,256,3,32,1.0
-27.7,256,3,64,1.0
-27.7,256,3,128,1.0
-27.7,256,4,1,1.0
-27.7,256,4,2,1.0
-27.7,256,4,4,1.0
-27.7,256,4,8,1.0
-27.7,256,4,16,1.0
-27.7,256,4,32,1.0
-27.7,256,4,64,1.0
-27.7,256,4,128,1.0
-27.7,256,6,1,1.0
-27.7,256,6,2,1.0
-27.7,256,6,4,1.0
-27.7,256,6,8,1.0
-27.7,256,6,16,1.0
-27.7,256,6,32,1.0
-27.7,256,6,64,1.0
-27.7,256,6,128,1.0
-27.7,256,8,1,1.0
-27.7,256,8,2,1.0
-27.7,256,8,4,1.0
-27.7,256,8,8,1.0
-27.7,256,8,16,1.0
-27.7,256,8,32,1.0
-27.7,256,8,64,1.0
-27.7,256,8,128,1.0
-27.6,256,0,1,1.0
-27.6,256,0,2,1.0
-27.6,256,0,4,1.0
-27.6,256,0,8,1.0
-27.6,256,0,16,1.0
-27.6,256,0,32,1.0
-27.6,256,0,64,1.0
-27.6,256,0,128,0.999298095703125
-27.6,256,1,1,1.0
-27.6,256,1,2,1.0
-27.6,256,1,4,1.0
-27.6,256,1,8,1.0
-27.6,256,1,16,1.0
-27.6,256,1,32,1.0
-27.6,256,1,64,1.0
-27.6,256,1,128,1.0
-27.6,256,2,1,1.0
-27.6,256,2,2,1.0
-27.6,256,2,4,1.0
-27.6,256,2,8,1.0
-27.6,256,2,16,1.0
-27.6,256,2,32,1.0
-27.6,256,2,64,1.0
-27.6,256,2,128,1.0
-27.6,256,3,1,1.0
-27.6,256,3,2,1.0
-27.6,256,3,4,1.0
-27.6,256,3,8,1.0
-27.6,256,3,16,1.0
-27.6,256,3,32,1.0
-27.6,256,3,64,1.0
-27.6,256,3,128,1.0
-27.6,256,4,1,1.0
-27.6,256,4,2,1.0
-27.6,256,4,4,1.0
-27.6,256,4,8,1.0
-27.6,256,4,16,1.0
-27.6,256,4,32,1.0
-27.6,256,4,64,1.0
-27.6,256,4,128,1.0
-27.6,256,6,1,1.0
-27.6,256,6,2,1.0
-27.6,256,6,4,1.0
-27.6,256,6,8,1.0
-27.6,256,6,16,1.0
-27.6,256,6,32,1.0
-27.6,256,6,64,1.0
-27.6,256,6,128,1.0
-27.6,256,8,1,1.0
-27.6,256,8,2,1.0
-27.6,256,8,4,1.0
-27.6,256,8,8,1.0
-27.6,256,8,16,1.0
-27.6,256,8,32,1.0
-27.6,256,8,64,1.0
-27.6,256,8,128,1.0
-27.5,256,0,1,1.0
-27.5,256,0,2,1.0
-27.5,256,0,4,1.0
-27.5,256,0,8,1.0
-27.5,256,0,16,1.0
-27.5,256,0,32,1.0
-27.5,256,0,64,1.0
-27.5,256,0,128,0.99859619140625
-27.5,256,1,1,1.0
-27.5,256,1,2,1.0
-27.5,256,1,4,1.0
-27.5,256,1,8,1.0
-27.5,256,1,16,1.0
-27.5,256,1,32,1.0
-27.5,256,1,64,1.0
-27.5,256,1,128,1.0
-27.5,256,2,1,1.0
-27.5,256,2,2,1.0
-27.5,256,2,4,1.0
-27.5,256,2,8,1.0
-27.5,256,2,16,1.0
-27.5,256,2,32,1.0
-27.5,256,2,64,1.0
-27.5,256,2,128,1.0
-27.5,256,3,1,1.0
-27.5,256,3,2,1.0
-27.5,256,3,4,1.0
-27.5,256,3,8,1.0
-27.5,256,3,16,1.0
-27.5,256,3,32,1.0
-27.5,256,3,64,1.0
-27.5,256,3,128,1.0
-27.5,256,4,1,1.0
-27.5,256,4,2,1.0
-27.5,256,4,4,1.0
-27.5,256,4,8,1.0
-27.5,256,4,16,1.0
-27.5,256,4,32,1.0
-27.5,256,4,64,1.0
-27.5,256,4,128,1.0
-27.5,256,6,1,1.0
-27.5,256,6,2,1.0
-27.5,256,6,4,1.0
-27.5,256,6,8,1.0
-27.5,256,6,16,1.0
-27.5,256,6,32,1.0
-27.5,256,6,64,1.0
-27.5,256,6,128,1.0
-27.5,256,8,1,1.0
-27.5,256,8,2,1.0
-27.5,256,8,4,1.0
-27.5,256,8,8,1.0
-27.5,256,8,16,1.0
-27.5,256,8,32,1.0
-27.5,256,8,64,1.0
-27.5,256,8,128,1.0
-27.4,256,0,1,1.0
-27.4,256,0,2,1.0
-27.4,256,0,4,1.0
-27.4,256,0,8,1.0
-27.4,256,0,16,1.0
-27.4,256,0,32,1.0
-27.4,256,0,64,1.0
-27.4,256,0,128,0.99761962890625
-27.4,256,1,1,1.0
-27.4,256,1,2,1.0
-27.4,256,1,4,1.0
-27.4,256,1,8,1.0
-27.4,256,1,16,1.0
-27.4,256,1,32,1.0
-27.4,256,1,64,1.0
-27.4,256,1,128,1.0
-27.4,256,2,1,1.0
-27.4,256,2,2,1.0
-27.4,256,2,4,1.0
-27.4,256,2,8,1.0
-27.4,256,2,16,1.0
-27.4,256,2,32,1.0
-27.4,256,2,64,1.0
-27.4,256,2,128,1.0
-27.4,256,3,1,1.0
-27.4,256,3,2,1.0
-27.4,256,3,4,1.0
-27.4,256,3,8,1.0
-27.4,256,3,16,1.0
-27.4,256,3,32,1.0
-27.4,256,3,64,1.0
-27.4,256,3,128,1.0
-27.4,256,4,1,1.0
-27.4,256,4,2,1.0
-27.4,256,4,4,1.0
-27.4,256,4,8,1.0
-27.4,256,4,16,1.0
-27.4,256,4,32,1.0
-27.4,256,4,64,1.0
-27.4,256,4,128,1.0
-27.4,256,6,1,1.0
-27.4,256,6,2,1.0
-27.4,256,6,4,1.0
-27.4,256,6,8,1.0
-27.4,256,6,16,1.0
-27.4,256,6,32,1.0
-27.4,256,6,64,1.0
-27.4,256,6,128,1.0
-27.4,256,8,1,1.0
-27.4,256,8,2,1.0
-27.4,256,8,4,1.0
-27.4,256,8,8,1.0
-27.4,256,8,16,1.0
-27.4,256,8,32,1.0
-27.4,256,8,64,1.0
-27.4,256,8,128,1.0
-27.3,256,0,1,1.0
-27.3,256,0,2,1.0
-27.3,256,0,4,1.0
-27.3,256,0,8,1.0
-27.3,256,0,16,1.0
-27.3,256,0,32,1.0
-27.3,256,0,64,1.0
-27.3,256,0,128,0.995513916015625
-27.3,256,1,1,1.0
-27.3,256,1,2,1.0
-27.3,256,1,4,1.0
-27.3,256,1,8,1.0
-27.3,256,1,16,1.0
-27.3,256,1,32,1.0
-27.3,256,1,64,1.0
-27.3,256,1,128,1.0
-27.3,256,2,1,1.0
-27.3,256,2,2,1.0
-27.3,256,2,4,1.0
-27.3,256,2,8,1.0
-27.3,256,2,16,1.0
-27.3,256,2,32,1.0
-27.3,256,2,64,1.0
-27.3,256,2,128,1.0
-27.3,256,3,1,1.0
-27.3,256,3,2,1.0
-27.3,256,3,4,1.0
-27.3,256,3,8,1.0
-27.3,256,3,16,1.0
-27.3,256,3,32,1.0
-27.3,256,3,64,1.0
-27.3,256,3,128,1.0
-27.3,256,4,1,1.0
-27.3,256,4,2,1.0
-27.3,256,4,4,1.0
-27.3,256,4,8,1.0
-27.3,256,4,16,1.0
-27.3,256,4,32,1.0
-27.3,256,4,64,1.0
-27.3,256,4,128,1.0
-27.3,256,6,1,1.0
-27.3,256,6,2,1.0
-27.3,256,6,4,1.0
-27.3,256,6,8,1.0
-27.3,256,6,16,1.0
-27.3,256,6,32,1.0
-27.3,256,6,64,1.0
-27.3,256,6,128,1.0
-27.3,256,8,1,1.0
-27.3,256,8,2,1.0
-27.3,256,8,4,1.0
-27.3,256,8,8,1.0
-27.3,256,8,16,1.0
-27.3,256,8,32,1.0
-27.3,256,8,64,1.0
-27.3,256,8,128,1.0
-27.2,256,0,1,1.0
-27.2,256,0,2,1.0
-27.2,256,0,4,1.0
-27.2,256,0,8,1.0
-27.2,256,0,16,1.0
-27.2,256,0,32,1.0
-27.2,256,0,64,1.0
-27.2,256,0,128,0.99176025390625
-27.2,256,1,1,1.0
-27.2,256,1,2,1.0
-27.2,256,1,4,1.0
-27.2,256,1,8,1.0
-27.2,256,1,16,1.0
-27.2,256,1,32,1.0
-27.2,256,1,64,1.0
-27.2,256,1,128,1.0
-27.2,256,2,1,1.0
-27.2,256,2,2,1.0
-27.2,256,2,4,1.0
-27.2,256,2,8,1.0
-27.2,256,2,16,1.0
-27.2,256,2,32,1.0
-27.2,256,2,64,1.0
-27.2,256,2,128,1.0
-27.2,256,3,1,1.0
-27.2,256,3,2,1.0
-27.2,256,3,4,1.0
-27.2,256,3,8,1.0
-27.2,256,3,16,1.0
-27.2,256,3,32,1.0
-27.2,256,3,64,1.0
-27.2,256,3,128,1.0
-27.2,256,4,1,1.0
-27.2,256,4,2,1.0
-27.2,256,4,4,1.0
-27.2,256,4,8,1.0
-27.2,256,4,16,1.0
-27.2,256,4,32,1.0
-27.2,256,4,64,1.0
-27.2,256,4,128,1.0
-27.2,256,6,1,1.0
-27.2,256,6,2,1.0
-27.2,256,6,4,1.0
-27.2,256,6,8,1.0
-27.2,256,6,16,1.0
-27.2,256,6,32,1.0
-27.2,256,6,64,1.0
-27.2,256,6,128,1.0
-27.2,256,8,1,1.0
-27.2,256,8,2,1.0
-27.2,256,8,4,1.0
-27.2,256,8,8,1.0
-27.2,256,8,16,1.0
-27.2,256,8,32,1.0
-27.2,256,8,64,1.0
-27.2,256,8,128,1.0
-27.1,256,0,1,1.0
-27.1,256,0,2,1.0
-27.1,256,0,4,1.0
-27.1,256,0,8,1.0
-27.1,256,0,16,1.0
-27.1,256,0,32,1.0
-27.1,256,0,64,1.0
-27.1,256,0,128,0.987274169921875
-27.1,256,1,1,1.0
-27.1,256,1,2,1.0
-27.1,256,1,4,1.0
-27.1,256,1,8,1.0
-27.1,256,1,16,1.0
-27.1,256,1,32,1.0
-27.1,256,1,64,1.0
-27.1,256,1,128,0.999969482421875
-27.1,256,2,1,1.0
-27.1,256,2,2,1.0
-27.1,256,2,4,1.0
-27.1,256,2,8,1.0
-27.1,256,2,16,1.0
-27.1,256,2,32,1.0
-27.1,256,2,64,1.0
-27.1,256,2,128,1.0
-27.1,256,3,1,1.0
-27.1,256,3,2,1.0
-27.1,256,3,4,1.0
-27.1,256,3,8,1.0
-27.1,256,3,16,1.0
-27.1,256,3,32,1.0
-27.1,256,3,64,1.0
-27.1,256,3,128,1.0
-27.1,256,4,1,1.0
-27.1,256,4,2,1.0
-27.1,256,4,4,1.0
-27.1,256,4,8,1.0
-27.1,256,4,16,1.0
-27.1,256,4,32,1.0
-27.1,256,4,64,1.0
-27.1,256,4,128,1.0
-27.1,256,6,1,1.0
-27.1,256,6,2,1.0
-27.1,256,6,4,1.0
-27.1,256,6,8,1.0
-27.1,256,6,16,1.0
-27.1,256,6,32,1.0
-27.1,256,6,64,1.0
-27.1,256,6,128,1.0
-27.1,256,8,1,1.0
-27.1,256,8,2,1.0
-27.1,256,8,4,1.0
-27.1,256,8,8,1.0
-27.1,256,8,16,1.0
-27.1,256,8,32,1.0
-27.1,256,8,64,1.0
-27.1,256,8,128,1.0
-27.0,256,0,1,1.0
-27.0,256,0,2,1.0
-27.0,256,0,4,1.0
-27.0,256,0,8,1.0
-27.0,256,0,16,1.0
-27.0,256,0,32,1.0
-27.0,256,0,64,1.0
-27.0,256,0,128,0.978668212890625
-27.0,256,1,1,1.0
-27.0,256,1,2,1.0
-27.0,256,1,4,1.0
-27.0,256,1,8,1.0
-27.0,256,1,16,1.0
-27.0,256,1,32,1.0
-27.0,256,1,64,1.0
-27.0,256,1,128,0.999908447265625
-27.0,256,2,1,1.0
-27.0,256,2,2,1.0
-27.0,256,2,4,1.0
-27.0,256,2,8,1.0
-27.0,256,2,16,1.0
-27.0,256,2,32,1.0
-27.0,256,2,64,1.0
-27.0,256,2,128,1.0
-27.0,256,3,1,1.0
-27.0,256,3,2,1.0
-27.0,256,3,4,1.0
-27.0,256,3,8,1.0
-27.0,256,3,16,1.0
-27.0,256,3,32,1.0
-27.0,256,3,64,1.0
-27.0,256,3,128,1.0
-27.0,256,4,1,1.0
-27.0,256,4,2,1.0
-27.0,256,4,4,1.0
-27.0,256,4,8,1.0
-27.0,256,4,16,1.0
-27.0,256,4,32,1.0
-27.0,256,4,64,1.0
-27.0,256,4,128,1.0
-27.0,256,6,1,1.0
-27.0,256,6,2,1.0
-27.0,256,6,4,1.0
-27.0,256,6,8,1.0
-27.0,256,6,16,1.0
-27.0,256,6,32,1.0
-27.0,256,6,64,1.0
-27.0,256,6,128,1.0
-27.0,256,8,1,1.0
-27.0,256,8,2,1.0
-27.0,256,8,4,1.0
-27.0,256,8,8,1.0
-27.0,256,8,16,1.0
-27.0,256,8,32,1.0
-27.0,256,8,64,1.0
-27.0,256,8,128,1.0
-26.9,256,0,1,1.0
-26.9,256,0,2,1.0
-26.9,256,0,4,1.0
-26.9,256,0,8,1.0
-26.9,256,0,16,1.0
-26.9,256,0,32,1.0
-26.9,256,0,64,1.0
-26.9,256,0,128,0.96710205078125
-26.9,256,1,1,1.0
-26.9,256,1,2,1.0
-26.9,256,1,4,1.0
-26.9,256,1,8,1.0
-26.9,256,1,16,1.0
-26.9,256,1,32,1.0
-26.9,256,1,64,1.0
-26.9,256,1,128,0.99981689453125
-26.9,256,2,1,1.0
-26.9,256,2,2,1.0
-26.9,256,2,4,1.0
-26.9,256,2,8,1.0
-26.9,256,2,16,1.0
-26.9,256,2,32,1.0
-26.9,256,2,64,1.0
-26.9,256,2,128,1.0
-26.9,256,3,1,1.0
-26.9,256,3,2,1.0
-26.9,256,3,4,1.0
-26.9,256,3,8,1.0
-26.9,256,3,16,1.0
-26.9,256,3,32,1.0
-26.9,256,3,64,1.0
-26.9,256,3,128,1.0
-26.9,256,4,1,1.0
-26.9,256,4,2,1.0
-26.9,256,4,4,1.0
-26.9,256,4,8,1.0
-26.9,256,4,16,1.0
-26.9,256,4,32,1.0
-26.9,256,4,64,1.0
-26.9,256,4,128,1.0
-26.9,256,6,1,1.0
-26.9,256,6,2,1.0
-26.9,256,6,4,1.0
-26.9,256,6,8,1.0
-26.9,256,6,16,1.0
-26.9,256,6,32,1.0
-26.9,256,6,64,1.0
-26.9,256,6,128,1.0
-26.9,256,8,1,1.0
-26.9,256,8,2,1.0
-26.9,256,8,4,1.0
-26.9,256,8,8,1.0
-26.9,256,8,16,1.0
-26.9,256,8,32,1.0
-26.9,256,8,64,1.0
-26.9,256,8,128,1.0
-26.8,256,0,1,1.0
-26.8,256,0,2,1.0
-26.8,256,0,4,1.0
-26.8,256,0,8,1.0
-26.8,256,0,16,1.0
-26.8,256,0,32,1.0
-26.8,256,0,64,1.0
-26.8,256,0,128,0.946197509765625
-26.8,256,1,1,1.0
-26.8,256,1,2,1.0
-26.8,256,1,4,1.0
-26.8,256,1,8,1.0
-26.8,256,1,16,1.0
-26.8,256,1,32,1.0
-26.8,256,1,64,1.0
-26.8,256,1,128,0.99981689453125
-26.8,256,2,1,1.0
-26.8,256,2,2,1.0
-26.8,256,2,4,1.0
-26.8,256,2,8,1.0
-26.8,256,2,16,1.0
-26.8,256,2,32,1.0
-26.8,256,2,64,1.0
-26.8,256,2,128,1.0
-26.8,256,3,1,1.0
-26.8,256,3,2,1.0
-26.8,256,3,4,1.0
-26.8,256,3,8,1.0
-26.8,256,3,16,1.0
-26.8,256,3,32,1.0
-26.8,256,3,64,1.0
-26.8,256,3,128,1.0
-26.8,256,4,1,1.0
-26.8,256,4,2,1.0
-26.8,256,4,4,1.0
-26.8,256,4,8,1.0
-26.8,256,4,16,1.0
-26.8,256,4,32,1.0
-26.8,256,4,64,1.0
-26.8,256,4,128,1.0
-26.8,256,6,1,1.0
-26.8,256,6,2,1.0
-26.8,256,6,4,1.0
-26.8,256,6,8,1.0
-26.8,256,6,16,1.0
-26.8,256,6,32,1.0
-26.8,256,6,64,1.0
-26.8,256,6,128,1.0
-26.8,256,8,1,1.0
-26.8,256,8,2,1.0
-26.8,256,8,4,1.0
-26.8,256,8,8,1.0
-26.8,256,8,16,1.0
-26.8,256,8,32,1.0
-26.8,256,8,64,1.0
-26.8,256,8,128,1.0
-26.7,256,0,1,1.0
-26.7,256,0,2,1.0
-26.7,256,0,4,1.0
-26.7,256,0,8,1.0
-26.7,256,0,16,1.0
-26.7,256,0,32,1.0
-26.7,256,0,64,1.0
-26.7,256,0,128,0.918487548828125
-26.7,256,1,1,1.0
-26.7,256,1,2,1.0
